CSV containing all Yahoo Finance Tickers (100,000+)
ALIOF,PNK
ALGI,PNK
ALALF,PNK
AKVA,PNK
AKT-B.TO,TOR
AKER.OL,OSL
AIQUY,PNK
AIII,ASE
AHRO,PNK
AHNR,PNK
AHF.TO,TOR
AH.AS,AMS
AGT.TO,TOR
AGPPY,PNK
AGM-A,NYQ
AGI.TO,TOR
AGF-B.TO,TOR
AGESY,PNK
AFK.OL,OSL
AF.TO,TOR
ADW-A.TO,TOR
ADV.TO,TOR
ADRO.JK,JKT
ADGL,PNK
ADFT,PNK
ACUG,PNK
ACHI,PNK
ACD.TO,TOR
ABK-PC.TO,TOR
ABEV3.SA,SAO
ABE.MC,MCE
ABCE,PNK
AASP,PNK
AAPL.SW,EBS
AAPL.MX,MEX
AAL.L,LSE
AACAY,PNK
AAC.V,VAN
A23.SI,SES
5099.KL,KLS
3DM.AX,ASX
IIN.AX,ASX
ZURVY,PNK
YAL.AX,ASX
ADCF,PNK
XTD.AX,ASX
WTR.AX,ASX
WHLKY,PNK
WFD.AX,ASX
WDAS,PNK
WCP.AX,ASX
WBAPA.AX,ASX
VLKPY,PNK
VLKAF,PNK
VELIN.AX,ASX
VBG-B.ST,STO
UUL.AX,ASX
USG.AX,ASX
UOS.AX,ASX
UCM.AX,ASX
UBI.AX,ASX
UATG,PNK
TZN.AX,ASX
TWE.AX,ASX
TUIFF,PNK
TPI.AX,ASX
TPDKY,PNK
TOTRF,PNK
TMNSF,PNK
TMC.TO,TOR
TKGBY,PNK
TGS.AX,ASX
TEN.AX,ASX
TELNY,PNK
TARSF,PNK
AMPW,PNK
SZGPY,PNK
ARYX,PNK
SYIEF,PNK
SWGAY,PNK
SWGAF,PNK
SVNLF,PNK
STB.OL,OSL
SSHIP.OL,OSL
SPX.V,VAN
SOO.AX,ASX
KRA.AX,ASX
SMA.L,LSE
BTFL,PNK
SKBSY,PNK
SKA-B.ST,STO
SIQ.AX,ASX
SIP.AX,ASX
SHV.AX,ASX
SEN.AX,ASX
SDF.AX,ASX
AIB.IR,ISE
SBM.AX,ASX
SAZ.DE,GER
SAUHF,PNK
SAPA.DE,GER
SANWARIA.NS,NSI
SAI.AX,ASX
SAAB-B.ST,STO
RBX.AX,ASX
RUSF.ST,STO
RO.SW,EBS
RMS.PA,PAR
RMP.L,LSE
RMLXP,PNK
RIS.AX,ASX
RIO.AX,ASX
RIGO.BA,BUE
RCMFF,PNK
RAD.DE,GER
PYC.AX,ASX
PTBA.JK,JKT
PSSR,PNK
PSAHF,PNK
PSA.AX,ASX
PRDC,PNK
PPTG,PNK
PPT.AX,ASX
PNE3.DE,GER
PNDZY,PNK
PMV.AX,ASX
AMFE,PNK
PHM7.DE,FRA
PGRD,PNK
PGPHF,PNK
AHIX,PNK
PEXNY,PNK
PEK.AX,ASX
PDN.AX,ASX
PBP.AX,ASX
PBAM,PNK
PAY.AX,ASX
PAN.AX,ASX
PACI,PNK
OSR.DE,GER
ORKLY,PNK
ORI.AX,ASX
ORA.TO,TOR
OPESY,PNK
OPERA.OL,OSL
OMVKY,PNK
OFX.AX,ASX
O4B.DE,GER
NVZMY,PNK
NVZMF,PNK
NVSEF,PNK
NTM.AX,ASX
NSP.AX,ASX
NRK,NYQ
NOTE.ST,STO
NOMI.ST,STO
NOD.OL,OSL
NOD.AX,ASX
NLY-PA,NYQ
NIO.AX,ASX
NIBE-B.ST,STO
NHF.AX,ASX
NDX1.DE,GER
NAN,NYQ
NAF-UN.TO,TOR
NABZY,PNK
MYX.AX,ASX
MYN.AX,ASX
MURGY,PNK
MQA.AX,ASX
MOL.AX,ASX
MOEX.ME,MCX
MNY.AX,ASX
MLMAB.PA,PAR
MIG.AX,ASX
MGAM.L,LSE
MEDI.OL,OSL
MDD.AX,ASX
MAL.TO,TOR
MAJJ,PNK
MABA,PNK
MAAL,PNK
M6YA.DE,GER
LTR.AX,ASX
LNNNF,PNK
LNEGY,PNK
LMFAW,NCM
LIC.AX,ASX
LIAB.ST,STO
LEDE.BA,BUE
LCE.AX,ASX
LBT.AX,ASX
LAS-A.TO,TOR
LALAB.MX,MEX
AXL.TO,TOR
LA.V,VAN
KWA.V,VAN
KUKAY,PNK
KSB.DE,GER
KPC.AX,ASX
KGM.AX,ASX
KGL.AX,ASX
KD8.DE,GER
KBC.L,LSE
K1R.DE,GER
JYC.AX,ASX
AWGI,PNK
JM.ST,STO
J7X.SI,SES
ITAB-B.ST,STO
ISXIF,PNK
ISSJY,PNK
IPP.AX,ASX
IPLO,PNK
IPL.AX,ASX
IPD.AX,ASX
VC8.DE,
ILMCF,PNK
IGO.AX,ASX
AM.TO,TOR
IAM.TO,TOR
IALB,PNK
HYDR.ME,MCX
HXGCF,PNK
HXGBY,PNK
HUTN,PNK
HUSQ-B.ST,STO
HOKCY,PNK
HNB.OL,OSL
HIPH,PNK
HGKGY,PNK
HGHAF,PNK
HFA.AX,ASX
HEXA-B.ST,STO
HENOY,PNK
HCIIP,PNK
HAW.AX,ASX
GXY.AX,ASX
GUD.AX,ASX
GMG.AX,ASX
TPET.L,
GEN.CO,CPH
GEM.AX,ASX
GELYY,PNK
GEEK,PNK
GCS.AX,ASX
GCLA.BA,BUE
GBA.AX,ASX
GAP.AX,ASX
GAHC,PNK
G1A.DE,GER
FSJ.L,LSE
FNMFN,PNK
FNMAL,PNK
FMG.AX,ASX
FLYLF,PNK
FGRPF,PNK
FEEL.ST,STO
FASV,PNK
EXAD,PNK
EVTCY,PNK
ETPHF,PNK
ERCA.DE,GER
ERAO,PNK
EOG.V,VAN
EME.AX,ASX
ELECW,NCM
ELD.AX,ASX
EFGXY,PNK
ECO.AX,ASX
ECAC,NCM
DVI.AX,ASX
DUO.AX,ASX
DUE.AX,ASX
DRX.TO,TOR
APYP,PNK
DPSGY,PNK
DMP.AX,ASX
DD-PB,NYQ
DATI,PNK
CYAP,PNK
CVO.AX,ASX
CTP.AX,ASX
CSL.AX,ASX
CRYO,PNK
CPPCY,PNK
COP.DE,GER
COLAY,PNK
COIC.ST,STO
COGLF,PNK
CNLMW,
CMWAY,PNK
CLC.TO,TOR
CLACW,
LOGL,PNK
CHCR,PNK
SKYD.DE,GER
CDD.AX,ASX
CDA.PA,PAR
CCLAF,PNK
CBAUF,PNK
CAMB.L,LSE
AMIEQ,PNK
CAI.VI,VIE
CACGU,NMS
BWL-A,ASE
BTT.AX,ASX
BSE.AX,ASX
BPT.AX,ASX
BOS.TO,TOR
BOL.AX,ASX
BMAX.ST,STO
BLY.AX,ASX
BKW.AX,ASX
BKN.AX,ASX
BKL.AX,ASX
BFG.AX,ASX
BF-A,NYQ
BEIA-B.ST,STO
BBA.L,LSE
BAYA.DE,GER
BATS.L,LSE
BAMXF,PNK
BABS.L,LSE
AZTECACPO.MX,MEX
AZRH,PNK
AZM.MI,MIL
AZ.TO,TOR
AYTU,PNK
AXXU,PNK
AXXTF,PNK
AXX.TO,TOR
AXELF,PNK
AXAHF,PNK
AWDR.OL,OSL
AVV.L,LSE
AVTC,PNK
AVR.L,LSE
AVMXF,PNK
AUV.V,VAN
AURZ,PNK
AUMY,PNK
AUM.TO,TOR
ATVM,OBB
ATUSF,PNK
ATURF,PNK
ATRS.VI,VIE
ATOR,PNK
ATOA,PNK
ATO.PA,PAR
ATN.TO,TOR
ATLCF,PNK
ATGSY,PNK
ATGN,PNK
ATF.MU,MUN
ATCV,PNK
ATCEY,PNK
ATC.V,VAN
ATBEF,PNK
ATA.PA,PAR
DCAC,PNK
ASZ.AX,ASX
ASWRF,PNK
AST.MI,MIL
ASSA-B.ST,STO
ASPW,PNK
ASPU,NCM
ASMVF,PNK
ASLM,PNK
ASH.L,LSE
ASETEK.OL,OSL
ASDOF,PNK
ASB-PB,NYQ
ARVSF,PNK
ARREF,PNK
ARRB.DE,GER
AROFF,PNK
ARMHF,PNK
ARL.TO,TOR
ARET,PNK
ARE.TO,TOR
APYI,PNK
APS.TO,TOR
APLD,PNK
RY4A.HM,
APELY,PNK
APCX,PNK
APBRA.BA,BUE
AP2.DE,GER
AOT.V,VAN
AOMFF,PNK
AOBI,PNK
ANZ.NZ,NZE
ANFGY,PNK
ANDR,PNK
ANCKF,PNK
AN.V,VAN
AMZ.DE,FRA
AMX.V,VAN
KKL.AX,ASX
AMT-PB,NYQ
AMSYF,PNK
AMSU,PNK
AMS.SW,EBS
AMNL,PNK
AMMX,PNK
AMMS,PNK
AMLM,PNK
AML.L,LSE
AMIH,PNK
AMG.F,FRA
AMFL,PNK
AMEN,PNK
AMC.AX,ASX
AMBCW,NMS
AMADY,PNK
ALY.V,VAN
ALU.AX,ASX
ALT.PA,PAR
ALPMY,PNK
ALPHA.AT,ATH
ALOCT.PA,PAR
ALMONDZ.NS,NSI
ALMMF,PNK
ALMDG.PA,PAR
ALLVF,PNK
ALLN,PNK
ALL-H.V,VAN
ALIOY,PNK
ALIAF,PNK
ALFVY,PNK
ALFE,PNK
ALFAA.MX,MEX
ALDA,PNK
ALAWP,PNK
ALAST.PA,PAR
AKKVY,PNK
AJL.AX,ASX
AJACD,PNK
AIW,NYQ
AIVI,PNK
AIRYY,PNK
AIRW,PNK
AIPUY,PNK
AHT-PE,NYQ
AHMS,PNK
AHLA.DE,GER
AHIID,PNK
AHCHY,PNK
AHCG.L,LSE
AHBIF,PNK
AGTMF,PNK
AGS.BR,BRU
SLED.L,LSE
AGO.V,VAN
AGN.AS,AMS
AGN-PA,NYQ
AGM.V,VAN
AGI.AX,ASX
AGGZF,PNK
AGESF,PNK
AGE.V,VAN
AFYG,PNK
AFT,NYQ
AFCMF,PNK
AFBA,PNK
AF-B.ST,STO
AEZ.TO,TOR
AEYIF,PNK
AETUF,PNK
AEI.TO,TOR
AE.MI,MIL
ADW-B.TO,TOR
ADTR,PNK
ADSK.MX,MEX
ADRNF,PNK
ADP.PA,PAR
ADINATH.BO,BSE
ADIA,PNK
ADHLY,PNK
ACUS,PNK
ACSEF,PNK
ACRB,PNK
ACOPF,PNK
ACMUY,PNK
ACGFF,PNK
ACAR,PNK
ABX.BA,BUE
ABTO,PNK
ABRW,OBB
ABR.V,VAN
ABJ.DE,GER
ABGPF,PNK
ABGLY,PNK
ABF.L,LSE
ABE.V,VAN
ABC.L,LSE
ABC.AX,ASX
ABBN.VX,EBS
AAV.TO,TOR
AAST,PNK
AASL,PNK
AAD.DE,GER
AABVF,PNK
AABB,PNK
A2A.MI,MIL
7579.KL,KLS
7162.KL,KLS
6AT.BE,BER
6432.KL,KLS
REMO,OBB
5IB.SI,SES
5014.KL,KLS
4162.KL,KLS
LEON,PNK
0104.HK,HKG
PWRDN.MX,
ZZ-B.ST,STO
ZODFY,PNK
ZEU.AX,ASX
ZC.PA,PAR
ZAS.BE,BER
ZAM.AX,ASX
YWRLF,PNK
YU4.F,FRA
YPB.AX,ASX
YOW.AX,ASX
YHL.AX,ASX
YARIY,PNK
YARFUT.OL,
XXAAO,PNK
XNGAF,PNK
XIL.PA,PAR
XD4.BE,BER
XCIA.BE,BER
SGBP,PNK
BA,NYQ
IBM,NYQ
BP,NYQ
BAX,NYQ
BBRY,NMS
BIDU,NMS
BRK-A,NYQ
BBY,NYQ
BX,NYQ
BSX,NYQ
BIIB,NMS
BMY,NYQ
BBBY,NMS
USB,NYQ
BRK-B,NYQ
BLK,NYQ
YUM,NYQ
BTU,NYQ
MNST,NMS
BRCM,
BK,NYQ
FITB,NMS
ZBH,NYQ
PBR,NYQ
BHP,NYQ
CZBS,PNK
GBSN,PNK
BEN,NYQ
GNCA,NGM
LB,NYQ
BDSI,NCM
BMO,NYQ
BBT,NYQ
BPT,NYQ
GALE,NCM
BKS,NYQ
HRB,NYQ
BWLD,NMS
BHI,NYQ
STI,NYQ
PNRA,NMS
TAP,NYQ
CNBKA,NMS
CBRL,NMS
BITA,NYQ
BCS,NYQ
TD,NYQ
MTB,NYQ
BXP,NYQ
BTX,ASE
BMRN,NMS
RY,NYQ
BCR,NYQ
HBAN,NMS
ISM.TO,TOR
BCE,NYQ
SWK,NYQ
PDLI,NMS
DSU,NYQ
BRCD,NMS
B,NYQ
BGCP,NMS
BWA,NYQ
BLL,NYQ
TOL,NYQ
SAM,NYQ
HEB,ASE
EGLE,NMS
BOX,NYQ
BC,NYQ
PBI,NYQ
KERX,NCM
CBB,NYQ
BKE,NYQ
BGS,NYQ
BCEI,NYQ
BBG,NYQ
PACB,NMS
CM,NYQ
BKCC,NMS
BBL,NYQ
BBEP,NMS
BBD-B.TO,TOR
TUP,NYQ
SB,NYQ
BKMU,NMS
BG,NYQ
GABA,PNK
DNKN,NMS
BRS,NYQ
BPOP,NMS
BLCM,NGM
BGC,NYQ
RBS,NYQ
PBYI,NMS
NCS,NYQ
BLDP,NGM
BBD,NYQ
SAN,NYQ
EBS,NYQ
BPL,NYQ
BOBE,NMS
BLUE,NMS
BDL,ASE
STL,NYQ
NILE,NMS
ICON,NMS
FIBK,NMS
EWBC,NMS
EAT,NYQ
CFR,NYQ
BNS,NYQ
BMS,NYQ
BCRX,NMS
BCPC,NMS
BAS,NYQ
WBK,NYQ
SYN,ASE
SBGI,NMS
NWBO,PNK
BRKR,NMS
BOKF,NMS
BKD,NYQ
BIO,NYQ
WRB,NYQ
VLY,NYQ
VIVO,NMS
PVCT,PNK
ONB,NMS
HCBK,NMS
EXE.TO,TOR
COKE,NMS
CBI,NYQ
BXLT,NYQ
BLOX,NYQ
BJRI,NMS
BIOD,NCM
BCOR,NMS
UBSH,NMS
TCBI,NMS
SUSQ,NMS
SGMO,NMS
RRGB,NMS
ROX,ASE
BOCA,
LCUT,NMS
IBTX,NMS
IBN,NYQ
FFBC,NMS
DNB,NYQ
BZUN,NMS
BIP,NYQ
BHE,NYQ
BGFV,NMS
SONA,NGM
SBY,NYQ
SASR,NMS
NXST,NMS
EVBN,ASE
CBK,NYQ
BYD,NYQ
BVSN,NGM
BR,NYQ
BMI,NYQ
BIG,NYQ
BDC,NYQ
BCO,NYQ
BAP,NYQ
BAK,NYQ
ZION,NMS
VRX.TO,TOR
VRA,NMS
SFBS,NMS
SBNY,NMS
RATE,NYQ
PBH,NYQ
JBSS,NMS
JACK,NMS
CTIC,NCM
BZH,NYQ
BV,NMS
BSBR,NYQ
BRC,NYQ
BEBE,NCM
BBOX,NMS
BAA,ASE
TECH,NMS
SPB,NYQ
NRIM,NMS
NPBC,NMS
NAVB,ASE
LYG,NYQ
IBKR,NMS
BTE,NYQ
BPI,NYQ
BAMM,NMS
TLRD,NYQ
OLBK,NCM
NYCB,NYQ
NBIX,NMS
NBHC,NYQ
FMBI,NMS
FIVE,NMS
CST,NYQ
CNOB,NMS
CALA,NMS
CACB,NCM
BXS,NYQ
BPTH,NCM
BOH,NYQ
BKU,NYQ
BKH,NYQ
BH,NYQ
BFAM,NYQ
BDN,NYQ
SBLK,NMS
SBCF,NMS
RY.TO,TOR
ROLL,NMS
PSB,NYQ
PBIP,NGM
PB,NYQ
HTBX,NCM
HTBI,NMS
GBDC,NMS
FRBK,NGM
FIZZ,NMS
FFKT,NMS
FCNCA,NMS
EBIO,NGM
BXE,NYQ
BWXT,NYQ
BMTC,NMS
BLRX,NCM
BLKB,NMS
BBSI,NMS
BABY,NMS
WF,NYQ
OZRK,NMS
MBII,NCM
JBT,NYQ
HTR,NYQ
HDB,NYQ
EME.V,VAN
FBP,NYQ
FBHS,NYQ
EGBN,NCM
COB,NMS
CLBS,NCM
CBSH,NMS
CANF,ASE
BWP,NYQ
BUSE,NMS
BURL,NYQ
BRO,NYQ
BRKL,NMS
BONT,NMS
BOJA,NMS
BNS.TO,TOR
BKJ,ASE
BHB,ASE
BGG,NYQ
BEAT,NMS
BCC,NYQ
BANC,NYQ
XBKS,NMS
WGBS,NCM
WASH,NMS
WABC,NMS
UCBI,NMS
TD.TO,TOR
PPBI,NMS
PLX,ASE
NBTB,NMS
MBVT,NMS
INBK,NMS
IBP,NYQ
EBR,NYQ
CSFL,NMS
CSBK,NMS
CIB,NYQ
CBU,NYQ
CBLI,NCM
CATY,NMS
BWINB,NGM
BVN,NYQ
BRN,ASE
BORN,NYQ
BOFI,NMS
BNK,NYQ
BNCN,NCM
BLMN,NMS
BIOL,NCM
BBRG,NMS
WIFI,NMS
WIBC,NMS
B32.SI,SES
SJT,NYQ
SBS,NYQ
PFBI,NGM
PEBK,NGM
NX,NYQ
LOB,NMS
KIN,NCM
IBCP,NMS
GWB,NYQ
FNBC,NMS
FARM,NMS
EBSB,NMS
CUDA,NYQ
CCBG,NMS
CBNJ,NMS
CBF,NMS
CBD,NYQ
BXMT,NYQ
BTG,ASE
BSL,NYQ
BRG,ASE
BOSC,NCM
BLMT,NCM
BLFS,NCM
BKEP,NGM
BIND,NMS
BIN,NYQ
BFS,NYQ
BFR,NYQ
BF-B,NYQ
BERY,NYQ
BELFB,NMS
BBN,NYQ
UBNK,NMS
TRST,NMS
TOWN,NMS
TBNK,NMS
SQBG,NCM
SPHS,NCM
SGBK,NMS
SBH,NYQ
ORPN,NCM
NWBI,NMS
NML,ASE
NKSH,NCM
NFBK,NMS
MNRO,NMS
LBAI,NMS
GRBK,NCM
GBT,NMS
FBNK,NMS
ETV,NYQ
CZWI,NGM
CBPO,NMS
BSTC,NGM
BSRR,NMS
BSQR,NGM
BSFT,NMS
BRX,NYQ
BPFH,NMS
BONE,ASE
BONA,NMS
BODY,PNK
BLX,NYQ
BLDR,NMS
BIOS,NMS
BIF,NYQ
BHLB,NYQ
BDGE,NMS
BDE,NMS
BCOM,NMS
BANF,NMS
XELB,NGM
UBOH,NGM
TTOO,NGM
TRIB,NMS
SVA,NMS
SALT,NYQ
RBC,NYQ
QSR,NYQ
PFBC,NMS
PBT,NYQ
MPB,NGM
IBOC,NMS
HYT,NYQ
HFBC,NGM
GSBC,NMS
GLDI,NGM
FBIO,NCM
CLBH,NGM
CBAN,NGM
TZF,
BSAC,NYQ
BRT,NYQ
BRID,NGM
BRFS,NYQ
BLT,NYQ
BLBD,NGM
BKSC,NCM
BHL,NYQ
BGMD,PNK
BDR,ASE
BBW,NYQ
BBDO,NYQ
BARC.L,LSE
UNB,NGM
STBA,NMS
SFST,NGM
SBSI,NMS
SBSA,NGM
RBPAA,NGM
PLAY,NMS
OSBC,NMS
MHE,ASE
LBRDA,NMS
KYTH,NMS
KFFB,NGM
JXSB,NCM
ISBC,NMS
GFED,NGM
FNLC,NMS
FCTY,NCM
FCCY,NGM
FBC,NYQ
CHRS,NGM
BWINA,NGM
BVX,ASE
BTN,ASE
BSET,NMS
BOOT,NYQ
BOOM,NMS
BNFT,NGM
BIOC,NCM
BHBK,NMS
BGT,NYQ
BCOV,NMS
BCLI,NCM
BASI,NCM
BANR,NMS
WAYN,NGM
UCBA,NGM
UBA,NYQ
TCBK,NMS
SMBC,NGM
SHBI,NMS
SBOT,NCM
RDHL,NCM
OFG,NYQ
NBBC,NMS
MUH,NYQ
MTBC,NCM
MFT,NYQ
MBWM,NMS
LBIX,NCM
JAXB,NCM
INF,NYQ
INDB,NMS
ICBK,NGM
IBA,NYQ
HEAR,NGM
GBCI,NMS
FXCB,NMS
FSBW,NCM
FRC,NYQ
FRBA,NGM
FBIZ,NMS
EPAY,NMS
ENZ,NYQ
CUBA,NCM
CBNK,NGM
CBAK,NGM
CARV,NCM
BYFC,NCM
BXC,NYQ
BWC,NYQ
BUR,NGM
BT,NYQ
BSPM,NCM
BSM,NYQ
BSF,NGM
BOTJ,NCM
BOE,NYQ
BNY,NYQ
BLW,NYQ
BKT,NYQ
BID,NYQ
BCX,NYQ
BBX,NYQ
BAGR,NCM
TSBK,NGM
TLMR,NCM
TCBIP,NMS
TBBK,NMS
STCK,NMS
RCKY,NMS
PULS,PNK
PRE.TO,TOR
PNBK,NGM
PKBK,NCM
OKSB,NMS
CUBV,PNK
NHS,ASE
NECB,PNK
SRK.V,VAN
MYD,NYQ
MUC,NYQ
MCBC,NMS
LSBK,NGM
LBIO,NGM
HBP,NCM
HBIO,NGM
GTWN,NCM
GCBC,NCM
GBNK,NMS
FWV,ASE
ETW,NYQ
EIP,ASE
DKT,NYQ
DCOM,NMS
CWBC,NGM
CVLY,NGM
CM.TO,TOR
BYBK,NCM
BWEN,NCM
BVA,NCM
BUFF,NMS
BSMX,NYQ
BOTA,NMS
BNSO,NCM
BNJ,NYQ
BNII.JK,JKT
BMW.DE,GER
BMBM,PNK
BMA,NYQ
BKK,NYQ
BCRH,NYQ
BCBP,NGM
BBLU,NCM
BBEPP,NMS
BANX,NMS
YCB,NCM
WBKC,NCM
UNTY,NGM
UBSI,NMS
UBP,NYQ
UBCP,NCM
TBK,NMS
SVBL,PNK
SSBI,NGM
SNBC,NMS
SBBX,NGM
SAL,NCM
RBCAA,NMS
PRAN,NCM
OBCI,NCM
NHTB,NGM
NCBS,NCM
MYJ,NYQ
MRNA,PNK
MRLN,NMS
MQT,NYQ
KIPS,PNK
INB,NYQ
HMPR,NMS
HFBL,NCM
HEOP,NCM
HAWK,NMS
FFIN,NMS
ESXB,NCM
CUNB,NCM
COLB,NMS
CLRB,NCM
BTT,NYQ
BRLI,NMS
BOXC,NYQ
BOCH,NGM
BMRC,NCM
BME,NYQ
BKYF,NMS
BKEPP,NGM
BCV,ASE
BBNK,NMS
BBCN,NMS
VIV,NYQ
VBLT,NGM
VBFC,NCM
TOF,ASE
SVBI,NCM
ROKA,NGM
PWOD,NMS
PMBC,NMS
PBHC,NCM
PACW,NMS
ONCY,NCM
NGVC,NYQ
NEWT,NGM
NBW,ASE
NBN,NGM
MHN,NYQ
MHD,NYQ
MBUU,NGM
MAB,ASE
LARK,NGM
GLBZ,NCM
FMBH,NGM
FCVA,NCM
FBMS,NGM
EVBS,NMS
ESSA,NMS
ESBK,NCM
EPRS,NCM
DXB,NYQ
DTK,NYQ
DARA,NCM
CXR.TO,TOR
CWAY,NCM
CUBI,NYQ
CSU.TO,TOR
CBMG,NGM
BYM,NYQ
BXMX,NYQ
BWG,NYQ
BW,NYQ
BTO,NYQ
BPMC,NMS
BNTCW,NCM
BLD,NYQ
BKFS,NYQ
BIOA,NYQ
BHK,NYQ
BFO,NYQ
BDMS,PNK
BDJ,NYQ
BCH,NYQ
BB.TO,TOR
BALT,NYQ
WBB,NCM
VBF,NYQ
USBI,NCM
UBFO,NMS
STBZ,NCM
RVSB,NMS
PPL.TO,TOR
PEBO,NMS
NEPT,NCM
MYN,NYQ
MUI,NYQ
MSL,NYQ
MLVF,NGM
MIW,ASE
MFL,NYQ
MCI,NYQ
LOAN,NCM
JOEZ,NCM
ISBA,PNK
HWBK,NMS
HBMD,NCM
HBK,NCM
HBCP,NMS
GNBC,NMS
FMNB,NCM
FGBI,NGM
FCBC,NMS
FBSS,NCM
EIGR,NGM
EBTC,NMS
DMB,NYQ
CBPX,NYQ
BZM,ASE
BRDR,NMS
BPY,NYQ
BPOPN,NMS
BNGA.JK,JKT
BNED,NYQ
BLIN,NCM
BKN,NYQ
BIE,NYQ
BGI,ASE
BFZ,NYQ
BFIN,NMS
BERK,PNK
BECN,NMS
BCE.TO,TOR
BBGI,NGM
BBBI,PNK
ZBK,NYQ
WTBA,NMS
VSBN,PNK
ONOV,PNK
BWMG,PNK
TCBIL,NMS
TBPH,NGM
SYBT,NMS
SLW.TO,TOR
SLVO,NGM
PBM,ASE
PBCP,OBB
OVBC,NGM
OLLI,NGM
NVET,NGM
NTN,ASE
MVT,NYQ
MVF,ASE
MUA,NYQ
METR,NMS
MBC.TO,TOR
LIQ.TO,TOR
KBLB,PNK
GTE.TO,TOR
GNUS,NCM
GCL.TO,TOR
FSBK,NMS
FFNM,PNK
CYBA,PNK
EGF,NYQ
DHY,ASE
DGC.TO,TOR
CWB.TO,TOR
CVCY,NCM
CIVB,NCM
CBSHP,NMS
BSE,NYQ
BQH,NYQ
BPMX,ASE
BPFHW,NMS
BNCL,NMS
BLPH,NGM
BLOZF,PNK
BLH,NYQ
DTX.TO,TOR
BGSF,ASE
BGNE,NMS
BEP,NYQ
BELFA,NMS
BEL,NYQ
BBRI.JK,JKT
BAF,NYQ
SWCC,PNK
6947.KL,KLS
Y.TO,TOR
WIL,PCX
WFBI,NCM
WEBK,NCM
TPVG,NYQ
TCN.TO,TOR
SUBK,NMS
SOX.TO,TOR
SIP.BR,BRU
SIBC,NMS
SBCP,NCM
RIVR,NCM
POU.TO,TOR
PLMT,NCM
PBSK,NCM
PBMD,NGM
OVLY,NCM
NBO,ASE
NA.TO,TOR
MYI,NYQ
MUJ,NYQ
MNE,NYQ
MIY,NYQ
MCA,NYQ
MAYA.JK,JKT
LBRDK,NMS
IROQ,NCM
HHY,NYQ
HBNC,NMS
GSBD,NYQ
GNBT,PNK
GEN.TO,TOR
KBG.V,VAN
GBTC,PNK
FITBI,NMS
FBNC,NMS
EVM,ASE
ENF.TO,TOR
EMJ,ASE
EKSO,NCM
EIM,ASE
EIF.TO,TOR
DWI.TO,TOR
DUC,NYQ
DOL.TO,TOR
CSHB,PNK
CPX.TO,TOR
CO,NYQ
CIX.TO,TOR
CFNB,NGM
CBIO,NCM
CART,NCM
BZC,ASE
BTE.TO,TOR
BOI,NYQ
BNLI.JK,JKT
BMPS.MI,MIL
BLBK,PNK
BKOR,PNK
BJZ,NYQ
BFK,NYQ
BFFI,OBB
BDCV,NCM
BDBD,NMS
1023.KL,KLS
0933.HK,HKG
VRS.V,VAN
VALE5.SA,SAO
UFS.TO,TOR
TCBIW,NMS
SWJ,NYQ
SU.TO,TOR
SFBC,NCM
SDRA.JK,JKT
SBSP3.SA,SAO
SBLKL,NMS
RRX.TO,TOR
PURE,PNK
PLBC,NCM
PHM.V,VAN
PBIB,NCM
PBH.TO,TOR
ONCYF,PNK
NWC.TO,TOR
NSBC,OBB
NRO,ASE
MYC,NYQ
MUE,NYQ
MPV,NYQ
MEN,NYQ
MELR,NCM
LPSB,NCM
LLOY.L,LSE
LABC,NGM
JFBC,PNK
IRG.TO,TOR
IPL.TO,TOR
IIBK,PNK
IDG.TO,TOR
GEVA,NMS
GCFB,PNK
FMCB,PNK
ETB,NYQ
ENX,ASE
EIV,ASE
EFN.TO,TOR
CUBS,NYQ
CPG.TO,TOR
CGX.TO,TOR
CBIN,NCM
BSD,NYQ
BPOPM,NMS
BMRA,NCM
BLE,ASE
BIT,NYQ
BGX,NYQ
BGCA,NYQ
BFY,ASE
BECC,PNK
BDCO,PNK
BBNI.JK,JKT
BBLS,PNK
BBF,NYQ
BAYK,PNK
BASFY,PNK
BAS.DE,GER
BAESY,PNK
WLC.TO,TOR
VLYWW,NCM
BPISF,PNK
TRCB,NGM
TPK.TO,TOR
TESB.BR,BRU
STRZ,PNK
SQP.TO,TOR
SNLS,PNK
SKBI,PNK
MOO.V,VAN
NUUU,PNK
SBNYW,NMS
SBIN.NS,NSI
SAN.MC,MCE
RKN.TO,TOR
RIOB,PNK
RBS.L,LSE
QSR.TO,TOR
PXT.TO,TOR
PUB,NCM
PMT.TO,TOR
PLPL,PNK
PFED,PNK
OXBC,PNK
OPB,NMS
NYH,ASE
NWH-UN.TO,TOR
NWBOW,PNK
NBGGY,PNK
NAKD,NCM
N21.SI,SES
MXG.TO,TOR
MTL.TO,TOR
MTGB,PNK
MSL.TO,TOR
MSI.TO,TOR
MQY,NYQ
MM.TO,TOR
MGYR,NGM
MGT.TO,TOR
MFCB,NYQ
MENB,PNK
MBX.TO,TOR
MBCN,NCM
LRE.L,LSE
LNBB,NGM
ITC.TO,TOR
IFC.TO,TOR
HYG.TO,TOR
HWD.TO,TOR
HBC.TO,TOR
GUD.TO,TOR
GLG.TO,TOR
XI.V,VAN
FXLG,PNK
FTLF,PNK
FSRL,OBB
FNHM,OBB
FFBCW,NMS
DOO.TO,TOR
DIXI,PNK
DBK.DE,GER
CUM.TO,
